location,section,name,serving_size,calories,total_fat,protein,carbs,sugars,ingredients,raw_nutrition_text
Marketplace Coffee Shop,Iced Beverages,Regular Iced Raspberry Hibiscus Tea,17.2 oz,0,0g,0g,0g,0g,"Water, Ice, Lid, Cold Flat 16/24 oz, Tea, Iced Raspberry Hibiscus (ORGANIC HIBISCUS, ORGANIC ROSE HIPS, ORGANIC STEVIA LEAF EXTRACT (REB A), NATURAL FLAVORS), Cup, Cold 16 oz","Nutrition Facts
Serving Size
17.2 oz
Amount per serving
Calories
0
% Daily Value *
Total Fat 0g
0%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 0mg
0%
Total Carbohydrate 0g
0%
Dietary Fiber 0g
0%
Total Sugars 0g
Includes 0g Added Sugars
0%
Protein 0g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Water, Ice, Lid, Cold Flat 16/24 oz, Tea, Iced Raspberry Hibiscus (ORGANIC HIBISCUS, ORGANIC ROSE HIPS, ORGANIC STEVIA LEAF EXTRACT (REB A), NATURAL FLAVORS), Cup, Cold 16 oz"
Marketplace Coffee Shop,Iced Beverages,Regular Iced Black Tea,17.2 oz,0,0g,0g,0g,0g,"Water, Ice, Lid, Cold Flat 16/24 oz, Cup, Cold 16 oz","Nutrition Facts
Serving Size
17.2 oz
Amount per serving
Calories
0
% Daily Value *
Total Fat 0g
0%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 0mg
0%
Total Carbohydrate 0g
0%
Dietary Fiber 0g
0%
Total Sugars 0g
Includes 0g Added Sugars
0%
Protein 0g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Water, Ice, Lid, Cold Flat 16/24 oz, Cup, Cold 16 oz"
Marketplace Coffee Shop,Iced Beverages,Regular Iced Matcha Green Tea Latte with 2% Milk,15.3 oz,149,1.9g,3g,29g,28g,"Ice, Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Syrup, Vanilla (VANILLA SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL VANILLA EXTRACT), Lid, Cold Flat 16/24 oz, Tea Powder, Matcha (Organic Matcha Powder (Camellia Sinensis)), Cup, Cold 16 oz","Nutrition Facts
Serving Size
15.3 oz
Amount per serving
Calories
149
% Daily Value *
Total Fat 1.9g
3%
Saturated Fat 1.1g
6%
Trans Fat 0g
Cholesterol 8mg
3%
Sodium 44mg
2%
Total Carbohydrate 29g
10%
Dietary Fiber 0g
0%
Total Sugars 28g
Includes 0g Added Sugars
0%
Protein 3g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Ice, Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Syrup, Vanilla (VANILLA SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL VANILLA EXTRACT), Lid, Cold Flat 16/24 oz, Tea Powder, Matcha (Organic Matcha Powder (Camellia Sinensis)), Cup, Cold 16 oz"
Marketplace Coffee Shop,Iced Beverages,Large Iced Matcha Green Tea Latte with 2% Milk,23.8 oz,218,2.6g,4g,43g,42g,"Ice, Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Syrup, Vanilla (VANILLA SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL VANILLA EXTRACT), Cup, Cold 24oz, Lid, Cold Flat 16/24 oz, Tea Powder, Matcha (Organic Matcha Powder (Camellia Sinensis))","Nutrition Facts
Serving Size
23.8 oz
Amount per serving
Calories
218
% Daily Value *
Total Fat 2.6g
4%
Saturated Fat 1.6g
8%
Trans Fat 0g
Cholesterol 11mg
4%
Sodium 61mg
3%
Total Carbohydrate 43g
14%
Dietary Fiber 0g
0%
Total Sugars 42g
Includes 0g Added Sugars
0%
Protein 4g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Ice, Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Syrup, Vanilla (VANILLA SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL VANILLA EXTRACT), Cup, Cold 24oz, Lid, Cold Flat 16/24 oz, Tea Powder, Matcha (Organic Matcha Powder (Camellia Sinensis))"
Marketplace Coffee Shop,Iced Beverages,Large Sweet Cream Cold Brew,20.6 oz,152,12g,0g,9g,6g,"Water, Ice, Sweet Cream Topping (BUTTERMILK, HYDROGENATED VEGETABLE OIL (PALM, PALM KERNEL, COCONUT AND/OR COTTONSEED), WATER, CREAM (FROM MILK), CORN SYRUP, SUGAR, LACTOSE (FROM MILK), CONTAINS LESS THAN 2% OF THE FOLLOWING: NATURAL FLAVOR, MODIFIED CORNSTARCH, SODIUM CASEINATE (A MILK DERIVATIVE), MONO AND DIGLYCERIDES, POLYSORBATE 60, DISODIUM PHOSPHATE, GUAR GUM, LOCUST BEAN GUM, CARRAGEENAN, SOY LECITHIN.) (Coconut, Dairy, Soy), Cold Brew Coffee Beans (COFFEE BEANS), Cup, Cold 24oz, Lid, Cold Flat 16/24 oz","Nutrition Facts
Serving Size
20.6 oz
Amount per serving
Calories
152
% Daily Value *
Total Fat 12g
19%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 47mg
2%
Total Carbohydrate 9g
3%
Dietary Fiber 0g
0%
Total Sugars 6g
Includes 0g Added Sugars
0%
Protein 0g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Water, Ice, Sweet Cream Topping (BUTTERMILK, HYDROGENATED VEGETABLE OIL (PALM, PALM KERNEL, COCONUT AND/OR COTTONSEED), WATER, CREAM (FROM MILK), CORN SYRUP, SUGAR, LACTOSE (FROM MILK), CONTAINS LESS THAN 2% OF THE FOLLOWING: NATURAL FLAVOR, MODIFIED CORNSTARCH, SODIUM CASEINATE (A MILK DERIVATIVE), MONO AND DIGLYCERIDES, POLYSORBATE 60, DISODIUM PHOSPHATE, GUAR GUM, LOCUST BEAN GUM, CARRAGEENAN, SOY LECITHIN.) (Coconut, Dairy, Soy), Cold Brew Coffee Beans (COFFEE BEANS), Cup, Cold 24oz, Lid, Cold Flat 16/24 oz"
Marketplace Coffee Shop,Iced Beverages,Medium Sweet Cream Cold Brew,16.2 oz,152,12g,0g,9g,6g,"Water, Ice, Sweet Cream Topping (BUTTERMILK, HYDROGENATED VEGETABLE OIL (PALM, PALM KERNEL, COCONUT AND/OR COTTONSEED), WATER, CREAM (FROM MILK), CORN SYRUP, SUGAR, LACTOSE (FROM MILK), CONTAINS LESS THAN 2% OF THE FOLLOWING: NATURAL FLAVOR, MODIFIED CORNSTARCH, SODIUM CASEINATE (A MILK DERIVATIVE), MONO AND DIGLYCERIDES, POLYSORBATE 60, DISODIUM PHOSPHATE, GUAR GUM, LOCUST BEAN GUM, CARRAGEENAN, SOY LECITHIN.) (Coconut, Dairy, Soy), Cold Brew Coffee Beans (COFFEE BEANS), Lid, Cold Flat 16/24 oz, Cup, Cold 16 oz","Nutrition Facts
Serving Size
16.2 oz
Amount per serving
Calories
152
% Daily Value *
Total Fat 12g
19%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 47mg
2%
Total Carbohydrate 9g
3%
Dietary Fiber 0g
0%
Total Sugars 6g
Includes 0g Added Sugars
0%
Protein 0g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Water, Ice, Sweet Cream Topping (BUTTERMILK, HYDROGENATED VEGETABLE OIL (PALM, PALM KERNEL, COCONUT AND/OR COTTONSEED), WATER, CREAM (FROM MILK), CORN SYRUP, SUGAR, LACTOSE (FROM MILK), CONTAINS LESS THAN 2% OF THE FOLLOWING: NATURAL FLAVOR, MODIFIED CORNSTARCH, SODIUM CASEINATE (A MILK DERIVATIVE), MONO AND DIGLYCERIDES, POLYSORBATE 60, DISODIUM PHOSPHATE, GUAR GUM, LOCUST BEAN GUM, CARRAGEENAN, SOY LECITHIN.) (Coconut, Dairy, Soy), Cold Brew Coffee Beans (COFFEE BEANS), Lid, Cold Flat 16/24 oz, Cup, Cold 16 oz"
Marketplace Coffee Shop,Iced Beverages,Regular Iced Ginger Green Tea,17.2 oz,0,0g,0g,0g,0g,"Water, Ice, Lid, Cold Flat 16/24 oz, Tea, Ginger Green Iced (Green Tea, Ginger, and Lemongrass), Cup, Cold 16 oz","Nutrition Facts
Serving Size
17.2 oz
Amount per serving
Calories
0
% Daily Value *
Total Fat 0g
0%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 0mg
0%
Total Carbohydrate 0g
0%
Dietary Fiber 0g
0%
Total Sugars 0g
Includes 0g Added Sugars
0%
Protein 0g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Water, Ice, Lid, Cold Flat 16/24 oz, Tea, Ginger Green Iced (Green Tea, Ginger, and Lemongrass), Cup, Cold 16 oz"
Marketplace Coffee Shop,Cold Beverages,Minutemaid Apple Juice,12 oz,163,0g,0g,39g,37g,"Minutemaid Apple Juice (CONTAINS PURE FILTERED WATER, CONCENTRATED APPLE JUICE, VITAMIN C (ASCORBIC ACID).)","Nutrition Facts
Serving Size
12 oz
Amount per serving
Calories
163
% Daily Value *
Total Fat 0g
0%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 29mg
1%
Total Carbohydrate 39g
13%
Dietary Fiber 0g
0%
Total Sugars 37g
Includes 0g Added Sugars
0%
Protein 0g
Vitamin C 77.6mg
129%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Minutemaid Apple Juice (CONTAINS PURE FILTERED WATER, CONCENTRATED APPLE JUICE, VITAMIN C (ASCORBIC ACID).)"
Marketplace Coffee Shop,Cold Beverages,Minutemaid Orange Juice,12 oz,105,0g,2g,26g,23g,"Minutemaid Orange Juice (PURE FILTERED WATER, PREMIUM CONCENTRATED ORANGE JUICE.)","Nutrition Facts
Serving Size
12 oz
Amount per serving
Calories
105
% Daily Value *
Total Fat 0g
0%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 14mg
1%
Total Carbohydrate 26g
9%
Dietary Fiber 0g
0%
Total Sugars 23g
Includes 0g Added Sugars
0%
Protein 2g
Vitamin C 69mg
115%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Minutemaid Orange Juice (PURE FILTERED WATER, PREMIUM CONCENTRATED ORANGE JUICE.)"
Marketplace Coffee Shop,Milk Options,2% Milk,8 oz,113,4.7g,8g,11g,11g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK)","Nutrition Facts
Serving Size
8 oz
Amount per serving
Calories
113
% Daily Value *
Total Fat 4.7g
7%
Saturated Fat 2.8g
14%
Trans Fat 0g
Cholesterol 19mg
6%
Sodium 109mg
5%
Total Carbohydrate 11g
4%
Dietary Fiber 0g
0%
Total Sugars 11g
Includes 0g Added Sugars
0%
Protein 8g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK)"
Marketplace Coffee Shop,Milk Options,Skim Milk,8 oz,77,0.2g,8g,11g,12g,"Milk, Skim (NONFAT MILK, VITAMIN A PALMITATE, VITAMIN D3)","Nutrition Facts
Serving Size
8 oz
Amount per serving
Calories
77
% Daily Value *
Total Fat 0.2g
0%
Saturated Fat 0.1g
1%
Trans Fat 0g
Cholesterol 5mg
2%
Sodium 95mg
4%
Total Carbohydrate 11g
4%
Dietary Fiber 0g
0%
Total Sugars 12g
Includes 0g Added Sugars
0%
Protein 8g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Skim (NONFAT MILK, VITAMIN A PALMITATE, VITAMIN D3)"
Marketplace Coffee Shop,Milk Options,Soy Milk,8 oz,95,3.8g,7g,8g,6g,"Soy Milk (ALL NATURAL SOYMILK (FILTERED WATER, WHOLE SOYBEANS), ALL NATURAL EVAPORATED CANE JUICE, CALCIUM CARBONATE, SEA SALT, NATURAL FLAVORS, CARRAGEENAN, VITAMIN A PALMITATE, ZINC GLUCONATE, VITAMIN D2, RIBOFLAVIN (B2), VITAMIN B12.)","Nutrition Facts
Serving Size
8 oz
Amount per serving
Calories
95
% Daily Value *
Total Fat 3.8g
6%
Saturated Fat 0.5g
3%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 113mg
5%
Total Carbohydrate 8g
3%
Dietary Fiber 4g
14%
Total Sugars 6g
Includes 0g Added Sugars
0%
Protein 7g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Soy Milk (ALL NATURAL SOYMILK (FILTERED WATER, WHOLE SOYBEANS), ALL NATURAL EVAPORATED CANE JUICE, CALCIUM CARBONATE, SEA SALT, NATURAL FLAVORS, CARRAGEENAN, VITAMIN A PALMITATE, ZINC GLUCONATE, VITAMIN D2, RIBOFLAVIN (B2), VITAMIN B12.)"
Marketplace Coffee Shop,Milk Options,Oat Milk,8 oz,150,8g,2g,19g,4g,"Oat Milk (FILTERED WATER, HYDROLYZED OATS*, CANOLA OIL*, CONTAINS LESS THAN 2% OF: CALCIUM CARBONATE, POTASSIUM CITRATE, SEA SALT, SODIUM CITRATE, VITAMIN A PALMITATE, VITAMIN D (ERGOCALCIFEROL)","Nutrition Facts
Serving Size
8 oz
Amount per serving
Calories
150
% Daily Value *
Total Fat 8g
12%
Saturated Fat 1g
5%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 150mg
7%
Total Carbohydrate 19g
6%
Dietary Fiber 2g
7%
Total Sugars 4g
Includes 0g Added Sugars
0%
Protein 2g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Oat Milk (FILTERED WATER, HYDROLYZED OATS*, CANOLA OIL*, CONTAINS LESS THAN 2% OF: CALCIUM CARBONATE, POTASSIUM CITRATE, SEA SALT, SODIUM CITRATE, VITAMIN A PALMITATE, VITAMIN D (ERGOCALCIFEROL)"
Marketplace Coffee Shop,Milk Options,Almond Milk,8 oz,41,3.5g,1g,2g,0g,"Almond Milk (ALMOND MILK: FILTERED WATER, ALMONDS, CALCIUM CARBONATE, TAPIOCA STARCH, NATURAL VANILLA FLAVOR WITH NATURAL FLAVORS, SEA SALT, POTASSIUM CITRATE, CARRAGEENAN, SUNFLOWER LECITHIN, VITAMIN A PALMITATE, VITAMIN D2, D-ALPHA TOCOPHEROL NATURAL VITAMIN E.)","Nutrition Facts
Serving Size
8 oz
Amount per serving
Calories
41
% Daily Value *
Total Fat 3.5g
5%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 180mg
8%
Total Carbohydrate 2g
1%
Dietary Fiber 1g
4%
Total Sugars 0g
Includes 0g Added Sugars
0%
Protein 1g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Almond Milk (ALMOND MILK: FILTERED WATER, ALMONDS, CALCIUM CARBONATE, TAPIOCA STARCH, NATURAL VANILLA FLAVOR WITH NATURAL FLAVORS, SEA SALT, POTASSIUM CITRATE, CARRAGEENAN, SUNFLOWER LECITHIN, VITAMIN A PALMITATE, VITAMIN D2, D-ALPHA TOCOPHEROL NATURAL VITAMIN E.)"
Marketplace Coffee Shop,Baked Goods,Chocolate Chocolate Muffin,4.1 oz,672,30g,11g,99g,59g,"CPK Flour, All-Purpose (Bleached Enriched Wheat Flour (Bleached Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Malted Barley Flour) (Gluten, Wheat), CPK Chocolate Chips, Semi-Sweet (SEMI-SWEET CHOCOLATE: SUGAR; CHOCOLATE; COCOA BUTTER; MILK FAT; SOY LECITHIN; VANILLIN, ARTIFICIAL FLAVOR; MILK) (Dairy, Soy), Honey, Amber, Light (HONEY), Half & Half (MILK, CREAM) (Dairy), CPK Buttermilk (Dairy), Egg, Liquid Whole Pasteurized (WHOLE EGG, CITRIC ACID, 0.15% WATER ADDED AS CARRIER FOR CITRIC ACID. CITRIC ACID ADDED TO PRESERVE COLOR) (Eggs), Brown Sugar, Light (Sugar, Molasses), Butter, Solid Grade AA Unsalted (PASTEURIZED CREAM (MILK), NATURAL FLAVORINGS) (Dairy), Baking Cup, Large, CPK Cocoa Powder (COCOA POWDER, SILICON DIOXIDE), CPK Baking Powder, Aluminum Free (BAKING SODA FOR LEAVENING, CORNSTARCH, SODIUMALUMINUM SULFATE FOR LEAVENING, CALCIUM SULFATE, MONOCALCIUMPHOSPHATE FOR LEAVENING), Baking Soda (SODIUM BICARBONATE), CPK Vanilla Extract (WATER, PROPYLENE GLYCOL, CARAMEL COLOR, ALCOHOL, CORN SYRUP, ETHYL VANILLIN, VANILLA BEAN EXTRACTIVES), Salt, Kosher Ground Coarse (SALT, YELLOW PRUSSIATE OF SODA)","Nutrition Facts
Serving Size
4.1 oz
Amount per serving
Calories
672
% Daily Value *
Total Fat 30g
47%
Saturated Fat 18g
90%
Trans Fat 0.1g
Cholesterol 139mg
46%
Sodium 472mg
21%
Total Carbohydrate 99g
33%
Dietary Fiber 4g
14%
Total Sugars 59g
Includes 0g Added Sugars
0%
Protein 11g
Vitamin C 0.4mg
1%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: CPK Flour, All-Purpose (Bleached Enriched Wheat Flour (Bleached Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Malted Barley Flour) (Gluten, Wheat), CPK Chocolate Chips, Semi-Sweet (SEMI-SWEET CHOCOLATE: SUGAR; CHOCOLATE; COCOA BUTTER; MILK FAT; SOY LECITHIN; VANILLIN, ARTIFICIAL FLAVOR; MILK) (Dairy, Soy), Honey, Amber, Light (HONEY), Half & Half (MILK, CREAM) (Dairy), CPK Buttermilk (Dairy), Egg, Liquid Whole Pasteurized (WHOLE EGG, CITRIC ACID, 0.15% WATER ADDED AS CARRIER FOR CITRIC ACID. CITRIC ACID ADDED TO PRESERVE COLOR) (Eggs), Brown Sugar, Light (Sugar, Molasses), Butter, Solid Grade AA Unsalted (PASTEURIZED CREAM (MILK), NATURAL FLAVORINGS) (Dairy), Baking Cup, Large, CPK Cocoa Powder (COCOA POWDER, SILICON DIOXIDE), CPK Baking Powder, Aluminum Free (BAKING SODA FOR LEAVENING, CORNSTARCH, SODIUMALUMINUM SULFATE FOR LEAVENING, CALCIUM SULFATE, MONOCALCIUMPHOSPHATE FOR LEAVENING), Baking Soda (SODIUM BICARBONATE), CPK Vanilla Extract (WATER, PROPYLENE GLYCOL, CARAMEL COLOR, ALCOHOL, CORN SYRUP, ETHYL VANILLIN, VANILLA BEAN EXTRACTIVES), Salt, Kosher Ground Coarse (SALT, YELLOW PRUSSIATE OF SODA)"
Marketplace Coffee Shop,Baked Goods,Blueberry Muffin,4.13 oz,437,28g,5g,45g,24g,"Blueberries, Fresh (BLUEBERRIES), CPK Blended Oil (BLENDED OIL: CANOLA OIL, EXTRA VIRGIN OLIVE OIL), CPK Flour, All-Purpose (Bleached Enriched Wheat Flour (Bleached Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Malted Barley Flour) (Gluten, Wheat), Sugar, White Cane, Extra Fine (SUGAR), CPK Streusel Crumb Topping (UNBLEACHED, UNBROMATED, ENRICHED FLOUR WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, SUGAR, MARGARINE [PALM OIL, WATER, SOYBEAN OIL, SALT, NATURAL FLAVOR INCLUDES MILK, SOY LECITHIN, BETA CAROTENE COLOR, VITAMIN A PALMITATE ADDED], CONTAINS LESS THAN 2 OF EACH OF THE FOLLOWING: SPICES, ARTIFICIAL FLAVORS, LEAVENER BAKING SODA, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE, SALT) (Dairy, Gluten, Soy, Wheat), Egg, Liquid Whole Pasteurized (WHOLE EGG, CITRIC ACID, 0.15% WATER ADDED AS CARRIER FOR CITRIC ACID. CITRIC ACID ADDED TO PRESERVE COLOR) (Eggs), Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Baking Cup, Large, CPK Baking Powder, Aluminum Free (BAKING SODA FOR LEAVENING, CORNSTARCH, SODIUMALUMINUM SULFATE FOR LEAVENING, CALCIUM SULFATE, MONOCALCIUMPHOSPHATE FOR LEAVENING), Baking Soda (SODIUM BICARBONATE), Salt, Kosher Ground Coarse (SALT, YELLOW PRUSSIATE OF SODA), CPK Lemon Zest (LEMON ZEST)","Nutrition Facts
Serving Size
4.13 oz
Amount per serving
Calories
437
% Daily Value *
Total Fat 28g
43%
Saturated Fat 3.4g
17%
Trans Fat 0g
Cholesterol 48mg
16%
Sodium 205mg
9%
Total Carbohydrate 45g
15%
Dietary Fiber 1g
4%
Total Sugars 24g
Includes 0g Added Sugars
0%
Protein 5g
Vitamin C 1.5mg
3%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Blueberries, Fresh (BLUEBERRIES), CPK Blended Oil (BLENDED OIL: CANOLA OIL, EXTRA VIRGIN OLIVE OIL), CPK Flour, All-Purpose (Bleached Enriched Wheat Flour (Bleached Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Malted Barley Flour) (Gluten, Wheat), Sugar, White Cane, Extra Fine (SUGAR), CPK Streusel Crumb Topping (UNBLEACHED, UNBROMATED, ENRICHED FLOUR WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, SUGAR, MARGARINE [PALM OIL, WATER, SOYBEAN OIL, SALT, NATURAL FLAVOR INCLUDES MILK, SOY LECITHIN, BETA CAROTENE COLOR, VITAMIN A PALMITATE ADDED], CONTAINS LESS THAN 2 OF EACH OF THE FOLLOWING: SPICES, ARTIFICIAL FLAVORS, LEAVENER BAKING SODA, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE, SALT) (Dairy, Gluten, Soy, Wheat), Egg, Liquid Whole Pasteurized (WHOLE EGG, CITRIC ACID, 0.15% WATER ADDED AS CARRIER FOR CITRIC ACID. CITRIC ACID ADDED TO PRESERVE COLOR) (Eggs), Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Baking Cup, Large, CPK Baking Powder, Aluminum Free (BAKING SODA FOR LEAVENING, CORNSTARCH, SODIUMALUMINUM SULFATE FOR LEAVENING, CALCIUM SULFATE, MONOCALCIUMPHOSPHATE FOR LEAVENING), Baking Soda (SODIUM BICARBONATE), Salt, Kosher Ground Coarse (SALT, YELLOW PRUSSIATE OF SODA), CPK Lemon Zest (LEMON ZEST)"
Marketplace Coffee Shop,Baked Goods,Vegan Cranberry Orange Muffin,4.7 oz,346,10g,5g,58g,25g,"Flour, All-Purpose (BLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID) (Gluten, Wheat), Brown Sugar, Light (Sugar, Molasses), Cranberries, Frozen (CRANBERRIES), Orange Juice (PURE FILTERED WATER, PREMIUM CONCENTRATED ORANGE JUICE.), Water, Oil, 90/10 EV Olive Canola Blend (BLENDED OIL: CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Baking Cup, Large, Baking Powder, Doubling Acting (CORN STARCH, SODIUM BICARBONATE, SODIUM ALUMINUM SULFATE, MONOCALCIUM PHOSPHATE), Orange Extract (ALCOHOL AND ORANGE OILS), Flax Seed Meal (WHOLE FLAXSEED)","Nutrition Facts
Serving Size
4.7 oz
Amount per serving
Calories
346
% Daily Value *
Total Fat 10g
16%
Saturated Fat 0.6g
3%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 176mg
8%
Total Carbohydrate 58g
19%
Dietary Fiber 3g
11%
Total Sugars 25g
Includes 0g Added Sugars
0%
Protein 5g
Vitamin C 6.7mg
11%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Flour, All-Purpose (BLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID) (Gluten, Wheat), Brown Sugar, Light (Sugar, Molasses), Cranberries, Frozen (CRANBERRIES), Orange Juice (PURE FILTERED WATER, PREMIUM CONCENTRATED ORANGE JUICE.), Water, Oil, 90/10 EV Olive Canola Blend (BLENDED OIL: CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Baking Cup, Large, Baking Powder, Doubling Acting (CORN STARCH, SODIUM BICARBONATE, SODIUM ALUMINUM SULFATE, MONOCALCIUM PHOSPHATE), Orange Extract (ALCOHOL AND ORANGE OILS), Flax Seed Meal (WHOLE FLAXSEED)"
